[child0:4720] [0] ioctl(fd=259, cmd=0x4008000b, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [1] ioctl(fd=259, cmd=0x8008501f, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [2] ioctl(fd=259, cmd=0x80085021, arg=0xffffff7f) = -1 (Bad address)
[child0:4720] [3] ioctl(fd=259, cmd=0x40085022, arg=0xb6ca2000) = -1 (Not a typewriter)
[child0:4720] [4] ioctl(fd=259, cmd=0x40080006, arg=0x0) = -1 (Bad address)
[child0:4720] [5] ioctl(fd=259, cmd=0x80085011, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [6] ioctl(fd=259, cmd=0x80085002, arg=0xffff20e6) = -1 (Bad address)
[child0:4720] [7] ioctl(fd=259, cmd=0x40085030, arg=0x46005428) = -1 (Bad address)
[child0:4720] [8] ioctl(fd=259, cmd=0x40085018, arg=0xb58a2000) = -1 (Bad address)
[child0:4720] [9] ioctl(fd=259, cmd=0, arg=0xb68a2000) = -1 (Not a typewriter)
[child0:4720] [10] ioctl(fd=259, cmd=0x80085019, arg=0xb6da6000) = -1 (Bad address)
[child0:4720] [11] ioctl(fd=259, cmd=0x40085005, arg=0xb4ea2000) = -1 (Bad address)
[child0:4720] [12] ioctl(fd=259, cmd=0x40080006, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [13] ioctl(fd=259, cmd=0x80085031, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [14] ioctl(fd=259, cmd=0x8008500e, arg=0xffff9e7d) = -1 (Bad address)
[child0:4720] [15] ioctl(fd=259, cmd=0x40085030, arg=0xcb1e4432) = -1 (Bad address)
[child0:4720] [16] ioctl(fd=259, cmd=0x80085025, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [17] ioctl(fd=259, cmd=0x80085015, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [18] ioctl(fd=259, cmd=0x40085026, arg=0xb6ba2000) = -1 (Not a typewriter)
[child0:4720] [19] ioctl(fd=259, cmd=0x40080014, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [20] ioctl(fd=259, cmd=0x80011, arg=0xc0008000) = -1 (I/O error)
[child0:4720] [21] ioctl(fd=259, cmd=0x40080000, arg=0xb6ba2000) = -1 (Not a typewriter)
[child0:4720] [22] ioctl(fd=259, cmd=0x40085001, arg=0xb6ba2000) = -1 (Bad address)
[child0:4720] [23] ioctl(fd=259, cmd=0x40085001, arg=0xfbdd431a) = -1 (Bad address)
[child0:4720] [24] ioctl(fd=259, cmd=0x85032, arg=0xc0008000) = -1 (I/O error)
[child0:4720] [25] ioctl(fd=259, cmd=0x4008000b, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [26] ioctl(fd=259, cmd=0x80011, arg=0x11001502) = -1 (I/O error)
[child0:4720] [27] ioctl(fd=259, cmd=0xc0080001, arg=0xfffffcb0) = -1 (Bad address)
[child0:4720] [28] ioctl(fd=259, cmd=0x80085023, arg=0xffffffe6) = -1 (Not a typewriter)
[child0:4720] [29] ioctl(fd=259, cmd=0x8008501b, arg=0xb6ba2000) = -1 (Bad address)
[child0:4720] [30] ioctl(fd=259, cmd=0x4008502a, arg=0xb6ba2000) = -1 (Not a typewriter)
[child0:4720] [31] ioctl(fd=259, cmd=0x8008502d, arg=0xb4ea2000) = -1 (Bad address)
[child0:4720] [32] ioctl(fd=259, cmd=0x40080003, arg=0x24810049) = -1 (Bad address)
[child0:4720] [33] ioctl(fd=259, cmd=0x80085008, arg=0xb60a2000) = -1 (Bad address)
[child0:4720] [34] ioctl(fd=259, cmd=0x40085024, arg=0xb6aa2000) = -1 (Bad address)
[child0:4720] [35] ioctl(fd=259, cmd=0x80085011, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [36] ioctl(fd=259, cmd=0x40085012, arg=0xb6da2000) = -1 (Bad address)
[child0:4720] [37] ioctl(fd=259, cmd=0x40085001, arg=0x4072d5c2) = -1 (Bad address)
[child0:4720] [38] ioctl(fd=259, cmd=0x80085010, arg=0x3001000) = -1 (Not a typewriter)
[child0:4720] [39] ioctl(fd=259, cmd=0x4008000b, arg=0xb6ba2000) = -1 (Bad address)
[child0:4720] [40] ioctl(fd=259, cmd=0x4008502f, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [41] ioctl(fd=259, cmd=0x80085031, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [42] ioctl(fd=259, cmd=0x80085021, arg=0x8d19af2) = -1 (Bad address)
[child0:4720] [43] ioctl(fd=259, cmd=0x8008501d, arg=0xb60a2000) = -1 (Bad address)
[child0:4720] [44] ioctl(fd=259, cmd=0x40080005, arg=0xa0003fff) = -1 (Not a typewriter)
[child0:4720] [45] ioctl(fd=259, cmd=0x8008502e, arg=0xffffc9c9) = -1 (Bad address)
[child0:4720] [46] ioctl(fd=259, cmd=0x4008501a, arg=0x5ebf3000) = -1 (Bad address)
[child0:4720] [47] ioctl(fd=259, cmd=0x4008500b, arg=0xb68a2000) = -1 (Bad address)
[child0:4720] [48] ioctl(fd=259, cmd=0, arg=0xb44a2000) = -1 (Not a typewriter)
[child0:4720] [49] ioctl(fd=259, cmd=0x8008502d, arg=0xb6da6000) = -1 (Bad address)
[child0:4720] [50] ioctl(fd=259, cmd=0x8008501b, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [51] ioctl(fd=259, cmd=0x80080004, arg=0xb6ca2000) = -1 (Bad address)
[child0:4720] [52] ioctl(fd=259, cmd=0x8008502e, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [53] ioctl(fd=259, cmd=0x80085023, arg=0xb66a2000) = -1 (Not a typewriter)
[child0:4720] [54] ioctl(fd=259, cmd=0x40085018, arg=0xb6aa2000) = -1 (Bad address)
[child0:4720] [55] ioctl(fd=259, cmd=0x40080008, arg=0x88161000) = -1 (Bad address)
[child0:4720] [56] ioctl(fd=259, cmd=0x40046307, arg=0xc0008000) = -1 (Not a typewriter)
[child0:4720] [57] ioctl(fd=259, cmd=0x8008502e, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [58] ioctl(fd=259, cmd=0x80085015, arg=0xb6da6000) = -1 (I/O error)
[child0:4720] [59] ioctl(fd=259, cmd=0x4008500b, arg=0xb6aa2000) = -1 (Bad address)
[child0:4720] [60] ioctl(fd=259, cmd=0x40080000, arg=0xb91a10b4) = -1 (Not a typewriter)
[child0:4720] [61] ioctl(fd=259, cmd=0x4008502c, arg=0xffffe657) = -1 (Bad address)
[child0:4720] [62] ioctl(fd=259, cmd=0x4008502a, arg=0xffffff47) = -1 (Not a typewriter)
[child0:4720] [63] ioctl(fd=259, cmd=0x40085026, arg=0xb6aa2000) = -1 (Not a typewriter)
[child0:4720] [64] ioctl(fd=259, cmd=0x80080004, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [65] ioctl(fd=259, cmd=0x40085005, arg=0xb68a2000) = -1 (Bad address)
[child0:4720] [66] ioctl(fd=259, cmd=0x40080010, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [67] ioctl(fd=259, cmd=0x40080003, arg=0xb6da4000) = -1 (Bad address)
[child0:4720] [68] ioctl(fd=259, cmd=0x80085011, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [69] ioctl(fd=259, cmd=0x8500f, arg=0xc0008000) = 0
[child0:4720] [70] ioctl(fd=259, cmd=0x40080014, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [71] ioctl(fd=259, cmd=0, arg=0xa4) = -1 (Not a typewriter)
[child0:4720] [72] ioctl(fd=259, cmd=0x40085030, arg=0xb6ca2000) = -1 (Bad address)
[child0:4720] [73] ioctl(fd=259, cmd=0x80011, arg=0xfafd1ff7) = -1 (I/O error)
[child0:4720] [74] ioctl(fd=259, cmd=0x4008502a, arg=0xc0008000) = -1 (Not a typewriter)
[child0:4720] [75] ioctl(fd=259, cmd=0x40085030, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [76] ioctl(fd=259, cmd=0x40085007, arg=0xb6da6000) = -1 (Bad address)
[child0:4720] [77] ioctl(fd=259, cmd=0x40085012, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [78] ioctl(fd=259, cmd=0x4008000a, arg=0xb68a2000) = -1 (Not a typewriter)
[child0:4720] [79] ioctl(fd=259, cmd=0, arg=0xb6ca2000) = -1 (Not a typewriter)
[child0:4720] [80] ioctl(fd=259, cmd=0x4008501e, arg=0x94622000) = -1 (Bad address)
[child0:4720] [81] ioctl(fd=259, cmd=0x40085018, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [82] ioctl(fd=259, cmd=0x40085028, arg=0xffffffef) = -1 (Not a typewriter)
[child0:4720] [83] ioctl(fd=259, cmd=0x4008502a, arg=0xb68a2000) = -1 (Not a typewriter)
[child0:4720] [84] ioctl(fd=259, cmd=0x80080004, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [85] ioctl(fd=259, cmd=0x4008500d, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [86] ioctl(fd=259, cmd=0x4008000a, arg=0xc0008000) = -1 (Not a typewriter)
[child0:4720] [87] ioctl(fd=259, cmd=0x80085006, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [88] ioctl(fd=259, cmd=0x40085030, arg=0xb6da2000) = -1 (Bad address)
[child0:4720] [89] ioctl(fd=259, cmd=0x40085018, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [90] ioctl(fd=259, cmd=0x80085011, arg=0xb6ba2000) = -1 (Bad address)
[child0:4720] [91] ioctl(fd=259, cmd=0x80080004, arg=0xb6da2000) = -1 (Bad address)
[child0:4720] [92] ioctl(fd=259, cmd=0x4008000f, arg=0xb58a2000) = -1 (Bad address)
[child0:4720] [93] ioctl(fd=259, cmd=0x8008500a, arg=0x0) = -1 (Bad address)
[child0:4720] [94] ioctl(fd=259, cmd=0x40085026, arg=0xc70fe7a0) = -1 (Not a typewriter)
[child0:4720] [95] ioctl(fd=259, cmd=0x80085011, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [96] ioctl(fd=259, cmd=0x40080016, arg=0xb5ca2000) = -1 (Bad address)
[child0:4720] [97] ioctl(fd=259, cmd=0x40080006, arg=0xd0000000) = -1 (Bad address)
[child0:4720] [98] ioctl(fd=259, cmd=0x80085029, arg=0x107e7e7e) = -1 (Not a typewriter)
[child0:4720] [99] ioctl(fd=259, cmd=0x40085012, arg=0xc0000000) = -1 (Bad address)
[child0:4720] [100] ioctl(fd=259, cmd=0x80085021, arg=0x7f742ae9) = -1 (Bad address)
[child0:4720] [101] ioctl(fd=259, cmd=0x40085026, arg=0xb58a2000) = -1 (Not a typewriter)
[child0:4720] [102] ioctl(fd=259, cmd=0x40085001, arg=0x840000ff) = -1 (Bad address)
[child0:4720] [103] ioctl(fd=259, cmd=0x40085026, arg=0xb3aa2000) = -1 (Not a typewriter)
[child0:4720] [104] ioctl(fd=259, cmd=0x80085006, arg=0x15201028) = -1 (Bad address)
[child0:4720] [105] ioctl(fd=259, cmd=0x4008500b, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [106] ioctl(fd=259, cmd=0x40085016, arg=0xffffff90) = -1 (Bad address)
[child0:4720] [107] ioctl(fd=259, cmd=0x4008502c, arg=0x8200000c) = -1 (Bad address)
[child0:4720] [108] ioctl(fd=259, cmd=0x4008000f, arg=0xb64a2000) = -1 (Bad address)
[child0:4720] [109] ioctl(fd=259, cmd=0x40080003, arg=0xb6da4000) = -1 (Bad address)
[child0:4720] [110] ioctl(fd=259, cmd=0x8008502d, arg=0xb3aa2000) = -1 (Bad address)
[child0:4720] [111] ioctl(fd=259, cmd=0x80080004, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [112] ioctl(fd=259, cmd=0x8008500c, arg=0xb66a2000) = -1 (Bad address)
[child0:4720] [113] ioctl(fd=259, cmd=0x80085029, arg=0x83818181) = -1 (Not a typewriter)
[child0:4720] [114] ioctl(fd=259, cmd=0x80080004, arg=0x0) = -1 (Bad address)
[child0:4720] [115] ioctl(fd=259, cmd=0x80011, arg=0xb6ba2000) = -1 (I/O error)
[child0:4720] [116] ioctl(fd=259, cmd=0x80085008, arg=0xcc0007ff) = -1 (Bad address)
[child0:4720] [117] ioctl(fd=259, cmd=0x8008502e, arg=0xff8b6ea3) = -1 (Bad address)
[child0:4720] [118] ioctl(fd=259, cmd=0x4008000e, arg=0xfffff5ff) = -1 (Bad address)
[child0:4720] [119] ioctl(fd=259, cmd=0x40080005, arg=0xb60a2000) = -1 (Not a typewriter)
[child0:4720] [120] ioctl(fd=259, cmd=0x40080005, arg=0xb66a2000) = -1 (Not a typewriter)
[child0:4720] [121] ioctl(fd=259, cmd=0x40085009, arg=0xfff7ffbf) = -1 (Bad address)
[child0:4720] [122] ioctl(fd=259, cmd=0x8500f, arg=0xffffffff) = 0
[child0:4720] [123] ioctl(fd=259, cmd=0x80085004, arg=0xffbfffff) = -1 (Bad address)
[child0:4720] [124] ioctl(fd=259, cmd=0x8008501b, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [125] ioctl(fd=259, cmd=0x8008500a, arg=0xfffffffe) = -1 (Bad address)
[child0:4720] [126] ioctl(fd=259, cmd=0x40080000, arg=0x81000002) = -1 (Not a typewriter)
[child0:4720] [127] ioctl(fd=259, cmd=0x80080004, arg=0xb4ea2000) = -1 (Bad address)
[child0:4720] [128] ioctl(fd=259, cmd=0x40080010, arg=0xd6300016) = -1 (Bad address)
[child0:4720] [129] ioctl(fd=259, cmd=0x80011, arg=0xb6da2000) = -1 (I/O error)
[child0:4720] [130] ioctl(fd=259, cmd=0x40085030, arg=0x84002250) = -1 (Bad address)
[child0:4720] [131] ioctl(fd=259, cmd=0x80012, arg=0xb6da4000) = -1 (I/O error)
[child0:4720] [132] ioctl(fd=259, cmd=0x80085029, arg=0xb6ca2000) = -1 (Not a typewriter)
[child0:4720] [133] ioctl(fd=259, cmd=0x80085006, arg=0xa8be3e51) = -1 (Bad address)
[child0:4720] [134] ioctl(fd=259, cmd=0x8008500c, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [135] ioctl(fd=259, cmd=0x8008500c, arg=0xa50a4280) = -1 (Bad address)
[child0:4720] [136] ioctl(fd=259, cmd=0x4008501e, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [137] ioctl(fd=259, cmd=0x8008501b, arg=0xb3aa2000) = -1 (Bad address)
[child0:4720] [138] ioctl(fd=259, cmd=0x40085028, arg=0x80000000) = -1 (Not a typewriter)
[child0:4720] [139] ioctl(fd=259, cmd=0x8008500e, arg=0x220000fe) = -1 (Bad address)
[child0:4720] [140] ioctl(fd=259, cmd=0x80011, arg=0xb66a2000) = -1 (I/O error)
[child0:4720] [141] ioctl(fd=259, cmd=0x8008502d, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [142] ioctl(fd=259, cmd=0x40085014, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [143] ioctl(fd=259, cmd=0x80085031, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [144] ioctl(fd=259, cmd=0x80085017, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [145] ioctl(fd=259, cmd=0x40085003, arg=0x80fdfdfd) = -1 (Bad address)
[child0:4720] [146] ioctl(fd=259, cmd=0x4008501e, arg=0xb6aa2000) = -1 (Bad address)
[child0:4720] [147] ioctl(fd=259, cmd=0x80085008, arg=0xb6da6000) = -1 (Bad address)
[child0:4720] [148] ioctl(fd=259, cmd=0x80085006, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [149] ioctl(fd=259, cmd=0x40085022, arg=0xb58a2000) = -1 (Not a typewriter)
[child0:4720] [150] ioctl(fd=259, cmd=0x80085015, arg=0x8d005000) = -1 (Bad address)
[child0:4720] [151] ioctl(fd=259, cmd=0x80012, arg=0x10000000) = -1 (I/O error)
[child0:4720] [152] ioctl(fd=259, cmd=0x80085019, arg=0xfffffbff) = -1 (Bad address)
[child0:4720] [153] ioctl(fd=259, cmd=0x40085009, arg=0xb68a2000) = -1 (Bad address)
[child0:4720] [154] ioctl(fd=259, cmd=0xc0080001, arg=0xd1e45000) = -1 (Bad address)
[child0:4720] [155] ioctl(fd=259, cmd=0x40085020, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [156] ioctl(fd=259, cmd=0x8008500a, arg=0xff2d786a) = -1 (Bad address)
[child0:4720] [157] ioctl(fd=259, cmd=0x80080004, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [158] ioctl(fd=259, cmd=0x8008500e, arg=0xb6da4000) = -1 (Bad address)
